id,ACTION
656,0.972634
657,0.970999
658,0.971425
659,0.962012
660,0.974522
661,0.962158
662,0.964145
663,0.972129
664,0.966018
665,0.959878
666,0.909971
667,0.946905
668,0.976190
669,0.962695
670,0.956872
671,0.959355
672,0.955289
673,0.567375
674,0.969912
675,0.966413
676,0.965879
677,0.961437
678,0.969534
679,0.970951
680,0.963077
681,0.910029
682,0.944929
683,0.968978
684,0.968697
685,0.968250
686,0.966473
687,0.971364
688,0.965644
689,0.968901
690,0.972775
691,0.964799
692,0.966409
693,0.951787
694,0.970102
695,0.971634
696,0.964129
697,0.972724
698,0.969591
699,0.962005
700,0.970060
701,0.960933
702,0.972727
703,0.971562
704,0.954984
705,0.921814
706,0.964793
707,0.951289
708,0.968175
709,0.966833
710,0.971583
711,0.711712
712,0.964456
713,0.974937
714,0.968109
715,0.972527
716,0.965732
717,0.969089
718,0.963983
719,0.959614
720,0.968617
721,0.964536
722,0.970971
723,0.969030
724,0.968396
725,0.972690
726,0.956746
727,0.970124
728,0.970532
729,0.960086
730,0.962820
731,0.968612
732,0.973994
733,0.970068
734,0.968504
735,0.963758
736,0.687756
737,0.972240
738,0.970153
739,0.971594
740,0.971064
741,0.971697
742,0.965907
743,0.970112
744,0.969158
745,0.973407
746,0.976677
747,0.970157
748,0.970237
749,0.974132
750,0.968635
751,0.967554
752,0.971140
753,0.972179
754,0.972133
755,0.967081
756,0.965154
757,0.973988
758,0.968544
759,0.967949
760,0.969531
761,0.970064
762,0.970461
763,0.948949
764,0.965605
765,0.969093
766,0.969424
767,0.961539
768,0.967222
769,0.966739
770,0.973055
771,0.971610
772,0.966651
773,0.970445
774,0.964320
775,0.974156
776,0.868020
777,0.973049
778,0.971493
779,0.965380
780,0.970594
781,0.959409
782,0.968357
783,0.973359
784,0.972465
785,0.959214
786,0.965542
787,0.975991
788,0.971468
789,0.974012
790,0.956772
791,0.966895
792,0.968485
793,0.963043
794,0.965427
795,0.967206
796,0.970516
797,0.967006
798,0.971119
799,0.956988
800,0.969526
801,0.975730
802,0.969157
803,0.972461
804,0.963773
805,0.970321
806,0.964766
807,0.965536
808,0.968724
809,0.964537
810,0.975880
811,0.969917
812,0.705309
813,0.969817
814,0.961043
815,0.658724
816,0.973857
817,0.970000
818,0.968098
819,0.972838
820,0.965851
821,0.961659
822,0.966222
823,0.971173
824,0.971532
825,0.968745
826,0.966293
827,0.973006
828,0.968969
829,0.974236
830,0.968712
831,0.901829
832,0.964625
833,0.962407
834,0.969142
835,0.969179
836,0.969350
837,0.962657
838,0.966533
839,0.966582
840,0.962163
841,0.958580
842,0.976251
843,0.973154
844,0.968167
845,0.965833
846,0.972319
847,0.971569
848,0.973872
849,0.971455
850,0.575983
851,0.967745
852,0.960156
853,0.967156
854,0.140830
855,0.974372
856,0.974548
857,0.971333
858,0.966511
859,0.971484
860,0.973263
861,0.973557
862,0.965117
863,0.974989
864,0.962982
865,0.884773
866,0.967924
867,0.972408
868,0.970824
869,0.973265
870,0.972670
871,0.973353
872,0.957476
873,0.967033
874,0.968074
875,0.974088
876,0.966561
877,0.966576
878,0.971111
879,0.973506
880,0.970324
881,0.956759
882,0.966011
883,0.972475
884,0.965411
885,0.968667
886,0.965748
887,0.969983
888,0.976490
889,0.970963
890,0.973861
891,0.973633
892,0.963714
893,0.893245
894,0.972409
895,0.971562
896,0.972385
897,0.912103
898,0.968220
899,0.967450
900,0.976224
901,0.971968
902,0.969223
903,0.972820
904,0.973333
905,0.968273
906,0.972513
907,0.967165
908,0.977319
909,0.926531
910,0.967821
911,0.934492
912,0.965089
913,0.974427
914,0.972154
915,0.970869
916,0.968706
917,0.973169
918,0.972088
919,0.969516
920,0.972733
921,0.968009
922,0.976232
923,0.967909
924,0.969263
925,0.940792
926,0.973790
927,0.969251
928,0.969695
929,0.974872
930,0.972908
931,0.963336
932,0.968018
933,0.972601
934,0.964354
935,0.969991
936,0.956104
937,0.972608
938,0.970875
939,0.971158
940,0.971342
941,0.975220
942,0.967635
943,0.062099
944,0.973220
945,0.964581
946,0.964415
947,0.968028
948,0.969050
949,0.974036
950,0.973906
951,0.975248
952,0.717259
953,0.971896
954,0.969905
955,0.967031
956,0.886493
957,0.970372
958,0.976234
959,0.150592
960,0.964222
961,0.957363
962,0.973693
963,0.974203
964,0.958393
965,0.966374
966,0.962612
967,0.969778
968,0.943657
969,0.974029
970,0.964867
971,0.970066
972,0.972696
973,0.970233
974,0.970373
975,0.966933
976,0.968403
977,0.967286
978,0.951419
979,0.972462
980,0.868045
981,0.976195
982,0.971303
983,0.973141
984,0.214602
985,0.970552
986,0.971941
987,0.975588
988,0.974950
989,0.962486
990,0.523041
991,0.500000
992,0.972083
993,0.971515
994,0.971079
995,0.966986
996,0.971576
997,0.958148
998,0.961208
999,0.970882
1000,0.972093
1001,0.972229
1002,0.964939
1003,0.973313
1004,0.972335
1005,0.969824
1006,0.969431
1007,0.969692
1008,0.968121
1009,0.972053
1010,0.969237
1011,0.973147
1012,0.967069
1013,0.972278
1014,0.973670
1015,0.961483
1016,0.973477
1017,0.471833
1018,0.970932
1019,0.970484
1020,0.970177
1021,0.970593
1022,0.961482
1023,0.966512
1024,0.969257
1025,0.946309
1026,0.966749
1027,0.970073
1028,0.974148
1029,0.971657
1030,0.974150
1031,0.976148
1032,0.965046
1033,0.970331
1034,0.962497
1035,0.971519
1036,0.970349
1037,0.970444
1038,0.970508
1039,0.959337
1040,0.975459
1041,0.968992
1042,0.969027
1043,0.010864
1044,0.960121
1045,0.929171
1046,0.970522
1047,0.965510
1048,0.965226
1049,0.468630
1050,0.972043
1051,0.975195
1052,0.972440
1053,0.970898
1054,0.963714
1055,0.963413
1056,0.968323
1057,0.963015
1058,0.962396
1059,0.965999
1060,0.975018
1061,0.965267
1062,0.961977
1063,0.970822
1064,0.968380
1065,0.968203
1066,0.973397
1067,0.969385
1068,0.966058
1069,0.965404
1070,0.975065
1071,0.277712
1072,0.973595
1073,0.961052
1074,0.972238
1075,0.974957
1076,0.970627
1077,0.969453
1078,0.969739
1079,0.972498
1080,0.957214
1081,0.970376
1082,0.971644
1083,0.970548
1084,0.968566
1085,0.965845
1086,0.974648
1087,0.972673
1088,0.974579
1089,0.965363
1090,0.972860
1091,0.966900
1092,0.965685
1093,0.969220
1094,0.967133
1095,0.970279
1096,0.974115
1097,0.973141
1098,0.966971
1099,0.975885
1100,0.964334
1101,0.960409
1102,0.961507
1103,0.969624
1104,0.962707
1105,0.973043
1106,0.973383
1107,0.975521
1108,0.972106
1109,0.971196
1110,0.972326
1111,0.976748
1112,0.971849
1113,0.972825
1114,0.935238
1115,0.970051
1116,0.967306
1117,0.965187
1118,0.966830
1119,0.964366
1120,0.963177
1121,0.949205
1122,0.728888
1123,0.961453
1124,0.971054
1125,0.967954
1126,0.971722
1127,0.974981
1128,0.968555
1129,0.974810
1130,0.972261
1131,0.955797
1132,0.969210
1133,0.964466
1134,0.975552
1135,0.887985
1136,0.961850
1137,0.969347
1138,0.974098
1139,0.970590
1140,0.961724
1141,0.975060
1142,0.968814
1143,0.966924
1144,0.965161
1145,0.970451
1146,0.974006
1147,0.969196
1148,0.966532
1149,0.966732
1150,0.970416
1151,0.970325
1152,0.966893
1153,0.971731
1154,0.566217
1155,0.973587
1156,0.968942
1157,0.973666
1158,0.962933
1159,0.973020
1160,0.968464
1161,0.965113
1162,0.967488
1163,0.969886
1164,0.967906
1165,0.972635
1166,0.972678
1167,0.973043
1168,0.961660
1169,0.967862
1170,0.977078
1171,0.971192
1172,0.969575
1173,0.972523
1174,0.950710
1175,0.972989
1176,0.972854
1177,0.963144
1178,0.970516
1179,0.971863
1180,0.923507
1181,0.961916
1182,0.911184
1183,0.971717
1184,0.966247
1185,0.967290
1186,0.970486
1187,0.969831
1188,0.060383
1189,0.977466
1190,0.969350
1191,0.972025
1192,0.964476
1193,0.970939
1194,0.971480
1195,0.966378
1196,0.965299
1197,0.972194
1198,0.966467
1199,0.978048
1200,0.975745
1201,0.963468
1202,0.970535
1203,0.966810
1204,0.973927
1205,0.967169
1206,0.967983
1207,0.963433
1208,0.968700
1209,0.872390
1210,0.969183
1211,0.966994
1212,0.970523
1213,0.966804
1214,0.975250
1215,0.967083
1216,0.941842
1217,0.973669
1218,0.965732
1219,0.967839
1220,0.964113
1221,0.970779
1222,0.971490
1223,0.965083
1224,0.917987
1225,0.973464
1226,0.971503
1227,0.975371
1228,0.968063
1229,0.970952
1230,0.972990
1231,0.973374
1232,0.970082
1233,0.978306
1234,0.972037
1235,0.971131
1236,0.972277
1237,0.969934
1238,0.970837
1239,0.969326
1240,0.965712
1241,0.963643
1242,0.965079
1243,0.972490
1244,0.974092
1245,0.968169
1246,0.964680
1247,0.966367
1248,0.975493
1249,0.962255
1250,0.974096
1251,0.972116
1252,0.915846
1253,0.968004
1254,0.970136
1255,0.968877
1256,0.973353
1257,0.969222
1258,0.969326
1259,0.970148
1260,0.964737
1261,0.962055
1262,0.973824
1263,0.967383
1264,0.973143
1265,0.967267
1266,0.967116
1267,0.972323
1268,0.964327
1269,0.970730
1270,0.973510
1271,0.971299
1272,0.966922
1273,0.973193
1274,0.974778
1275,0.971096
1276,0.970195
1277,0.970399
1278,0.971505
1279,0.969099
1280,0.944122
1281,0.973184
1282,0.972749
1283,0.966924
1284,0.970072
1285,0.972611
1286,0.964702
1287,0.768883
1288,0.962619
1289,0.914394
1290,0.971474
1291,0.973637
1292,0.965937
1293,0.972507
1294,0.964377
1295,0.974258
1296,0.959018
1297,0.977218
1298,0.961458
1299,0.963197
1300,0.974619
1301,0.962297
1302,0.963930
1303,0.968948
1304,0.974873
1305,0.966756
1306,0.967050
1307,0.969557
1308,0.967741
1309,0.969344
1310,0.966657
1311,0.967407
1312,0.971192
1313,0.891076
1314,0.969409
1315,0.973792
1316,0.973052
1317,0.970947
1318,0.967003
1319,0.974762
1320,0.687054
1321,0.964225
1322,0.972038
1323,0.976518
1324,0.975086
1325,0.966695
1326,0.960872
1327,0.521670
1328,0.970245
1329,0.961631
1330,0.973454
1331,0.965660
1332,0.971630
1333,0.921626
1334,0.970467
1335,0.958317
1336,0.974868
1337,0.972787
1338,0.964644
1339,0.957314
1340,0.966454
1341,0.965066
1342,0.973356
1343,0.966878
1344,0.972554
1345,0.970782
1346,0.974464
1347,0.972941
1348,0.970849
1349,0.967641
1350,0.971085
1351,0.961242
1352,0.971407
1353,0.901450
1354,0.970193
1355,0.961607
1356,0.970011
1357,0.971107
1358,0.946510
1359,0.207078
1360,0.959198
1361,0.971824
1362,0.968272
1363,0.974214
1364,0.955799
1365,0.962604
1366,0.971788
1367,0.974482
1368,0.974913
1369,0.974329
1370,0.970349
1371,0.971166
1372,0.957615
1373,0.963324
1374,0.967703
1375,0.969786
1376,0.971231
1377,0.956868
1378,0.961709
1379,0.965901
1380,0.971175
1381,0.974592
1382,0.961605
1383,0.975672
1384,0.963130
1385,0.972677
1386,0.968498
1387,0.970694
1388,0.951846
1389,0.973093
1390,0.973335
1391,0.072470
1392,0.971954
1393,0.967659
1394,0.972729
1395,0.969294
1396,0.969361
1397,0.973281
1398,0.965771
1399,0.969864
1400,0.972816
1401,0.970023
1402,0.971530
1403,0.970707
1404,0.969592
1405,0.941967
1406,0.976254
1407,0.966938
1408,0.974888
1409,0.953063
1410,0.970879
1411,0.968021
1412,0.974024
1413,0.472466
1414,0.579245
1415,0.972177
1416,0.972904
1417,0.940279
1418,0.969985
1419,0.970127
1420,0.970141
1421,0.974996
1422,0.970184
1423,0.977883
1424,0.970046
1425,0.964575
1426,0.972474
1427,0.970850
1428,0.972010
1429,0.117223
1430,0.973757
1431,0.972467
1432,0.971666
1433,0.000369
1434,0.958136
1435,0.970000
1436,0.971500
1437,0.971619
1438,0.964897
1439,0.954700
1440,0.965721
1441,0.962068
1442,0.975803
1443,0.969704
1444,0.969759
1445,0.968487
1446,0.968823
1447,0.974490
1448,0.963094
1449,0.973763
1450,0.963054
1451,0.966907
1452,0.967447
1453,0.969052
1454,0.965588
1455,0.973550
1456,0.963528
1457,0.967946
1458,0.973405
1459,0.973804
1460,0.971559
1461,0.972876
1462,0.036846
1463,0.973938
1464,0.011233
1465,0.970460
1466,0.972695
1467,0.972732
1468,0.967974
1469,0.969218
1470,0.967957
1471,0.972274
1472,0.951742
1473,0.957893
1474,0.973343
1475,0.975327
1476,0.975709
1477,0.959972
1478,0.966859
1479,0.964667
1480,0.968531
1481,0.975687
1482,0.956042
1483,0.966628
1484,0.964657
1485,0.966391
1486,0.972013
1487,0.966999
1488,0.962714
1489,0.966956
1490,0.971098
1491,0.970446
1492,0.968042
1493,0.958567
1494,0.968940
1495,0.976535
1496,0.967253
1497,0.972971
1498,0.966578
1499,0.962894
1500,0.974034
1501,0.969490
1502,0.942713
1503,0.971568
1504,0.964517
1505,0.968014
1506,0.963287
1507,0.973893
1508,0.954168
1509,0.974080
1510,0.971102
1511,0.970149
1512,0.971467
1513,0.969437
1514,0.966651
1515,0.966465
1516,0.959400
1517,0.931686
1518,0.944292
1519,0.969419
1520,0.962563
1521,0.971649
1522,0.966427
1523,0.964412
1524,0.946701
1525,0.972931
1526,0.977960
1527,0.970460
1528,0.968192
1529,0.967922
1530,0.973567
1531,0.961179
1532,0.974268
1533,0.970175
1534,0.973867
1535,0.975147
1536,0.972536
1537,0.974107
1538,0.972373
1539,0.973740
1540,0.976089
1541,0.968613
1542,0.967779
1543,0.944772
1544,0.969597
1545,0.972576
1546,0.965306
1547,0.963394
1548,0.968630
1549,0.969968
1550,0.966250
1551,0.972525
1552,0.967169
1553,0.971927
1554,0.973333
1555,0.971616
1556,0.970903
1557,0.954996
1558,0.966852
1559,0.972818
1560,0.967474
1561,0.968174
1562,0.966781
1563,0.958846
1564,0.970220
1565,0.967969
1566,0.965662
1567,0.973381
1568,0.968410
1569,0.958455
1570,0.954658
1571,0.946111
1572,0.974109
1573,0.015223
1574,0.972533
1575,0.973756
1576,0.967389
1577,0.961523
1578,0.980910
1579,0.971246
1580,0.288620
1581,0.967494
1582,0.968796
1583,0.962406
1584,0.971037
1585,0.975092
1586,0.971652
1587,0.972077
1588,0.966513
1589,0.974205
1590,0.973404
1591,0.969186
1592,0.975193
1593,0.965344
1594,0.973946
1595,0.001735
1596,0.963043
1597,0.972612
1598,0.973492
1599,0.689689
1600,0.971769
1601,0.965430
1602,0.966317
1603,0.966785
1604,0.965156
1605,0.969167
1606,0.964022
1607,0.963756
1608,0.339908
1609,0.969642
1610,0.961534
1611,0.974920
1612,0.968042
1613,0.969561
1614,0.959952
1615,0.976273
1616,0.975966
1617,0.270760
1618,0.969288
1619,0.973902
1620,0.944338
1621,0.945623
1622,0.961434
1623,0.969677
1624,0.970068
1625,0.965891
1626,0.966602
1627,0.027697
1628,0.964833
1629,0.969549
1630,0.967584
1631,0.975581
1632,0.967086
1633,0.958138
1634,0.970712
1635,0.970074
1636,0.958394
1637,0.969196
1638,0.970811
1639,0.976641
1640,0.966868
1641,0.967249
1642,0.973484
1643,0.970910
1644,0.968929
1645,0.962874
1646,0.969746
1647,0.966348
1648,0.973370
1649,0.966258
1650,0.969159
1651,0.961832
1652,0.975733
1653,0.961701
1654,0.971609
1655,0.964444
1656,0.966173
1657,0.973929
1658,0.974940
1659,0.954146
1660,0.972881
1661,0.974819
1662,0.969246
1663,0.968871
1664,0.975722
1665,0.973414
1666,0.971805
1667,0.967045
1668,0.975465
1669,0.970825
1670,0.969764
1671,0.948559
1672,0.969267
1673,0.958010
1674,0.969533
1675,0.719275
1676,0.567048
1677,0.964332
1678,0.974912
1679,0.972129
1680,0.973373
1681,0.964360
1682,0.972015
1683,0.968757
1684,0.973895
1685,0.962339
1686,0.968754
1687,0.975550
1688,0.971389
1689,0.965401
1690,0.973235
1691,0.973671
1692,0.974364
1693,0.973700
1694,0.940386
1695,0.972355
1696,0.971395
1697,0.970196
1698,0.961355
1699,0.971577
1700,0.973054
1701,0.971971
1702,0.974319
1703,0.973977
1704,0.969033
1705,0.969980
1706,0.961958
1707,0.975142
1708,0.964332
1709,0.974352
1710,0.977763
1711,0.975204
1712,0.972440
1713,0.051689
1714,0.975768
1715,0.956700
1716,0.964426
1717,0.948545
1718,0.003004
1719,0.965643
1720,0.973198
1721,0.974492
1722,0.965025
1723,0.966418
1724,0.968340
1725,0.970534
1726,0.973253
1727,0.968929
1728,0.967043
1729,0.971750
1730,0.966873
1731,0.969592
1732,0.973219
1733,0.970472
1734,0.967980
1735,0.972198
1736,0.961484
1737,0.962050
1738,0.971696
1739,0.972724
1740,0.971657
1741,0.967427
1742,0.969612
1743,0.972792
1744,0.962900
1745,0.969459
1746,0.972977
1747,0.972836
1748,0.968946
1749,0.973672
1750,0.971677
1751,0.970260
1752,0.966443
1753,0.977091
1754,0.963795
1755,0.969255
1756,0.972320
1757,0.961950
1758,0.970914
1759,0.970912
1760,0.964496
1761,0.254028
1762,0.968301
1763,0.975277
1764,0.969330
1765,0.971683
1766,0.969187
1767,0.965443
1768,0.001740
1769,0.962066
1770,0.971851
1771,0.972936
1772,0.974563
1773,0.964753
1774,0.948980
1775,0.971093
1776,0.969346
1777,0.968962
1778,0.954305
1779,0.972852
1780,0.965002
1781,0.966512
1782,0.922418
1783,0.966141
1784,0.970989
1785,0.971335
1786,0.973610
1787,0.958973
1788,0.973417
1789,0.967850
1790,0.964847
1791,0.657785
1792,0.974001
1793,0.969149
1794,0.910623
1795,0.966694
1796,0.933159
1797,0.955731
1798,0.968172
1799,0.969784
1800,0.969576
1801,0.969494
1802,0.970704
1803,0.958628
1804,0.974881
1805,0.961424
1806,0.963871
1807,0.967914
1808,0.973404
1809,0.973469
1810,0.961067
1811,0.972209
1812,0.973117
1813,0.681296
1814,0.904262
1815,0.950189
1816,0.969699
1817,0.943314
1818,0.975494
1819,0.970872
1820,0.971169
1821,0.970877
1822,0.972571
1823,0.961884
1824,0.668042
1825,0.969765
1826,0.970811
1827,0.970955
1828,0.965184
1829,0.969302
1830,0.965549
1831,0.971495
1832,0.973797
1833,0.970417
1834,0.964312
1835,0.964196
1836,0.964565
1837,0.971457
1838,0.967596
1839,0.964310
1840,0.966884
1841,0.956310
1842,0.970254
1843,0.972421
1844,0.959110
1845,0.969167
1846,0.963153
1847,0.973369
1848,0.970293
1849,0.971466
1850,0.965794
1851,0.970816
1852,0.969175
1853,0.717196
1854,0.974332
1855,0.968690
1856,0.971752
1857,0.968357
1858,0.661830
1859,0.977244
1860,0.760188
1861,0.967870
1862,0.968138
1863,0.963348
1864,0.967613
1865,0.968360
1866,0.972679
1867,0.962618
1868,0.967555
1869,0.966420
1870,0.971910
1871,0.965415
1872,0.966561
1873,0.793140
